zipcode,name,place_id,price_level,rating,user_ratings_total,searched_keyword,searched_zipcode,location_lat,location_lng,compound_code,global_code,art_gallery,atm,bakery,bar,beauty_salon,bicycle_store,book_store,cafe,car_dealer,car_repair,car_wash,clothing_store,convenience_store,department_store,drugstore,electronics_store,establishment,finance,florist,food,funeral_home,furniture_store,gas_station,general_contractor,grocery_or_supermarket,hair_care,hardware_store,health,home_goods_store,jewelry_store,laundry,liquor_store,local_government_office,locksmith,lodging,meal_delivery,meal_takeaway,movie_rental,night_club,park,parking,pet_store,pharmacy,point_of_interest,premise,restaurant,school,shoe_store,shopping_mall,spa,storage,store,supermarket,tourist_attraction,travel_agency,population,population_density_square_miles,housing_units,home_price_to_income_ratios,price_level*rating,avg_price_level_by_zipcode,avg_rating_by_zipcode,avg_user_ratings_total_by_zipcode,total_number_of_bars_by_zipcode,total_number_of_cafes_by_zipcode,user_ratings_total_per_capita,rating_weighed_population_density,open_now_False,open_now_True,open_now_nan
11365,AT&T Store,ChIJU0uhA7FhwokR4wTuq9hqmaI,2.0,3.7,79,stores,11365,40.7393671,-73.7864247,P6Q7+PC New York,87G8P6Q7+PC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,44983,18002.2,16238,9.954424439330355,7.4,1.5,4.0736842105263165,308.2894736842105,2,4,0.0017562190160727387,66608.14,0,1,0
11369,DaCorta Hardware & Benjamin Moore Paint,ChIJ08QR6JlfwokRfjcRirdXRMw,,4.4,28,stores,11369,40.763738399999994,-73.8779619,Q47C+FR New York,87G8Q47C+FR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,34118,31291.4,12931,10.47652482400547,,1.375,4.1525,220.325,1,2,0.0008206811653672548,137682.16,1,0,0
10461,Edible Arrangements,ChIJiYyfkqf0wokRLtuDZ7UGI9Q,,4.0,140,stores,10461,40.8546924,-73.8552694,"V43V+VV The Bronx, New York",87G8V43V+VV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,50348,21026.2,20277,7.968275277326362,,1.6341463414634145,4.013559322033898,312.0508474576271,2,19,0.002780646698975133,84104.8,0,1,0
10024,Irving Farm New York,ChIJz_BNjohYwokRjo68GTMP6zY,2.0,4.4,712,coffee shops,10024,40.783437899999996,-73.97946280000001,Q2MC+96 New York,87G8Q2MC+96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,59001,68752.4,34032,11.699881520187136,8.8,2.0,4.110526315789473,408.1578947368421,13,18,0.012067592074710597,302510.56,0,1,0
11378,59 Grand Coffee Shop,ChIJ03r84pZewokRaCRnjdHFL9Y,,4.5,14,restaurant,11378,40.720543799999994,-73.9084944,P3CR+6J New York,87G8P3CR+6J,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,37279,14466.8,13871,8.254128427856491,,1.5384615384615385,4.075555555555557,215.13333333333333,3,5,0.00037554655436036375,65100.6,0,1,0
11215,Housing Works Thrift Shops,ChIJMSSIiuJawokRuzPcP1wVAeo,,4.6,14,stores,11215,40.663864200000006,-73.98429019999998,"M278+G7 Brooklyn, New York",87G8M278+G7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,70156,32256.2,30920,9.212432130632854,,1.872340425531915,4.262711864406779,321.8135593220339,4,20,0.00019955527681167685,148378.52,0,1,0
10470,Red Flower,ChIJBYdOJc7ywokRCBPtmTfIm-Q,1.0,3.8,162,restaurant,10470,40.9044494,-73.85003019999998,W43X+QX New York,87G8W43X+QX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,15432,10792.2,6404,7.424772568229531,3.8,1.2857142857142858,3.7000000000000006,97.76315789473684,4,3,0.010497667185069984,41010.36,0,1,0
10026,Columbus Distributors Hardware,ChIJee2U5RH2wokRy5fgxGXvmTQ,,4.0,10,stores,10026,40.80377259999999,-73.94810269999998,R332+GQ New York,87G8R332+GQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,39363,118443.8,17091,14.180422525643639,,1.9,4.105882352941178,326.94117647058823,9,12,0.0002540456774127988,473775.2,0,1,0
11412,Jamaican flavor,ChIJWS5ZVU5hwokRSVl7bhIDa-g,,3.9,47,restaurant,11412,40.6914078,-73.76253109999998,M6RP+HX New York,87G8M6RP+HX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,37458,22742.1,11871,5.440859941159239,,1.25,3.4444444444444446,119.44444444444444,0,0,0.0012547386406108175,88694.18999999999,0,1,0
10472,1502 Westchester Liquors,ChIJCQAyj_r0wokRpK32I0DwKIY,,4.3,22,stores,10472,40.828377200000006,-73.87986020000001,R4HC+93 New York,87G8R4HC+93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,68796,65283.5,23392,14.588242889886045,,1.4615384615384615,3.953333333333334,255.55555555555554,4,6,0.00031978603407174837,280719.05,0,1,0
10314,DICK'S Sporting Goods,ChIJO51CgGZMwokR65ewlfZadnI,,3.9,391,stores,10314,40.586470500000004,-74.1675131,"HRPJ+HX Staten Island, New York",87G7HRPJ+HX,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,90761,6634.5,33268,5.5947522538101495,,1.8,4.1049999999999995,531.0166666666667,5,17,0.004308017760932559,25874.55,0,1,0
10040,Benjamin Moore Ritz Paint Supply,ChIJ-X16Yxv0wokRTxu4lT1AhIQ,2.0,4.3,7,stores,10040,40.8543391,-73.929771,V33C+P3 New York,87G8V33C+P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,44571,116782.2,17282,8.369221630566221,8.6,1.48,3.8840909090909093,169.9318181818182,6,6,0.00015705279217428372,502163.45999999996,1,0,0
11229,Dunkin',ChIJT7BjsH1DwokRJWYSE7fdSYU,1.0,4.0,214,coffee shops,11229,40.596563200000006,-73.93368240000002,"H3W8+JG Brooklyn, New York",87G8H3W8+JG,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,83615,38722.5,33104,9.99457887733478,4.0,1.5135135135135136,3.9145454545454546,239.4,2,14,0.0025593493990312744,154890.0,0,1,0
10034,Galicia Tapas,ChIJM72y7c_zwokR5GE8rEiyNRQ,,4.9,49,restaurant,10034,40.8667205,-73.9203661,V38H+MV New York,87G8V38H+MV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,42910,39355.3,16650,6.261422618612473,,1.6666666666666667,4.228571428571429,276.48979591836735,6,15,0.0011419249592169657,192840.97000000003,0,1,0
11232,Judy's,ChIJKYq5lSpbwokR9bPB0okP-54,,4.6,92,coffee shops,11232,40.6503569,-74.0050838,"MX2V+4X Brooklyn, New York",87G7MX2V+4X,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,27602,23174.4,9287,12.453010006883039,,1.2962962962962963,4.353846153846154,417.4807692307692,5,13,0.003333091804941671,106602.24,0,1,0
10010,7-Eleven,ChIJc2CqbqBZwokRTxN6294CXj4,1.0,2.4,15,stores,10010,40.7401761,-73.98592049999998,P2R7+3J New York,87G8P2R7+3J,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,33730,88379.6,18535,6.68402262493322,2.4,2.024390243902439,4.0452830188679245,517.1320754716982,9,16,0.0004447079750963534,212111.04,0,1,0
10028,PuTawn Local Thai Kitchen,ChIJ5-uwd7lYwokRW-Ib5rBBL-w,,4.5,144,restaurant,10028,40.7744762,-73.950799,Q2FX+QM New York,87G8Q2FX+QM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,47793,152562.2,28983,9.735496244206491,,1.8611111111111112,4.166037735849057,355.07547169811323,7,15,0.00301299353461804,686529.9,0,1,0
11375,CVS,ChIJSxipuBBewokRsytZ5jH1SvI,,3.4,34,stores,11375,40.71137299999999,-73.8550413,"P46V+GX Forest Hills, Queens, NY",87G8P46V+GX,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,73488,36942.9,35281,4.905515134960642,,1.8055555555555556,4.133333333333332,347.0416666666667,7,14,0.000462660570433268,125605.86,0,1,0
10009,10th St & Avenue C Wine & Liquor,ChIJz9NpSHdZwokRFk9r_gRmVJ4,,3.6,41,stores,10009,40.72583789999999,-73.9777708,P2GC+8V New York,87G8P2GC+8V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,57925,93905.6,31293,9.883343081822318,,2.074074074074074,4.379999999999999,158.32,9,12,0.000707811825636599,338060.16000000003,0,1,0
10310,CVS,ChIJGz-YiGtOwokRQdR6VK7SBek,,3.2,39,stores,10310,40.630825200000004,-74.1062151,"JVJV+8G Staten Island, New York",87G7JVJV+8G,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,23262,12957.8,9376,6.262743955723858,,1.625,3.972727272727273,180.86363636363637,2,6,0.0016765540366262574,41464.96,0,1,0
11103,Benjamin Moore Paints,ChIJhRJ5jj9fwokRE871zjDmPe0,2.0,5.0,7,stores,11103,40.7644854,-73.9141661,Q37P+Q8 New York,87G8Q37P+Q8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,36140,50794.4,18016,11.095090779288045,10.0,1.7894736842105263,4.2672727272727276,216.47272727272727,5,14,0.0001936912008854455,253972.0,0,1,0
10065,Dunkin',ChIJ_yekTOlYwokR15Ao5E-DXxk,1.0,3.8,235,coffee shops,10065,40.7664754,-73.965356,Q28M+HV New York,87G8Q28M+HV,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,28109,73936.2,21156,12.15701668302257,3.8,2.1956521739130435,4.100000000000001,252.81034482758622,9,15,0.008360311643957452,280957.56,0,1,0
11239,Bostonrawfood@gmail.com,ChIJ0dzHExJFwokRETt4hU8Yyos,,5.0,1,restaurant,11239,40.657785100000005,-73.8729815,"M45G+4R Brooklyn, New York",87G8M45G+4R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,13244,21455.7,6962,18.425324675324678,,1.6129032258064515,3.7837837837837847,920.7567567567568,5,5,7.550588945937783e-05,107278.5,0,1,0
11369,Alvarez Deli Grocery,ChIJu-dixnNfwokR2z8pZfzXP98,,0.0,0,stores,11369,40.761649799999994,-73.8660106,Q46M+MH New York,87G8Q46M+MH,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,34118,31291.4,12931,10.47652482400547,,1.375,4.1525,220.325,1,2,0.0,0.0,0,0,1
11214,Dunkin',ChIJjTWuhKdFwokRAkMOTMhm_5g,1.0,2.8,91,coffee shops,11214,40.5981,-73.99722489999998,"H2X3+64 Brooklyn, New York",87G8H2X3+64,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,92946,42853.4,33770,13.164079125108714,2.8,1.5128205128205128,4.056363636363636,376.27272727272725,2,17,0.000979063111914445,119989.51999999999,0,1,0
11230,ALEXANDER'S HARDWARE & LOCKSMITH CORPORATION,ChIJveKaTb9EwokRsV5Qj0AQG7Y,,3.8,29,stores,11230,40.6179762,-73.9587537,"J29R+5F Brooklyn, New York",87G8J29R+5F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,89075,48393.7,32611,15.554792999737591,,1.4814814814814814,4.063829787234043,395.3829787234043,1,11,0.0003255683412854336,183896.05999999997,1,0,0
11205,Graziella's,ChIJBYFUublbwokROz7e4jYbvNI,2.0,4.5,504,restaurant,11205,40.6905001,-73.9694932,"M2RJ+66 Brooklyn, New York",87G8M2RJ+66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,46064,48748.8,17664,12.608450306835016,9.0,1.7352941176470589,4.2980769230769225,267.7307692307692,4,13,0.010941299062174366,219369.6,0,1,0
10014,Philip Marie,ChIJTYuh1pRZwokRQQKJOwiXQJc,2.0,4.3,481,restaurant,10014,40.73592,-74.00623320000001,PXPV+9G New York,87G7PXPV+9G,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,30738,55916.6,21531,8.602617672846186,8.6,2.1702127659574466,4.367241379310345,458.86206896551727,13,19,0.01564838310885549,240441.37999999998,0,1,0
10310,1078 Grocery & Deli Inc,ChIJ5SlgmXROwokRcsX7HbwUxwU,,4.2,14,stores,10310,40.63427069999999,-74.11862219999998,JVMJ+PH New York,87G7JVMJ+PH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,23262,12957.8,9376,6.262743955723858,,1.625,3.972727272727273,180.86363636363637,2,6,0.0006018399105837848,54422.76,0,1,0
10474,Xin Rong,ChIJMavNNAf1wokRBcBB1YKdDL0,,4.3,42,restaurant,10474,40.815450399999996,-73.887102,R487+55 New York,87G8R487+55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,12127,7928.8,4067,16.78107715843565,,1.0,3.8926829268292686,108.34146341463415,2,6,0.0034633462521645913,34093.84,0,1,0
11366,Burgerim Gourmet Burgers Halal,ChIJ7_HhR_9hwokR_ZbvMHa0RBg,2.0,4.2,163,restaurant,11366,40.7209984,-73.80486690000001,P5CW+93 New York,87G8P5CW+93,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,14650,13403.3,5028,9.231548297252816,8.4,1.7894736842105263,4.135483870967741,231.90322580645162,0,3,0.011126279863481229,56293.86,0,1,0
11216,India House Restaurant,ChIJwWeC4ppbwokRpaADwmGNVtI,1.0,4.2,120,restaurant,11216,40.6787141,-73.94984339999998,M3H2+F3 New York,87G8M3H2+F3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,56308,60233.5,27273,17.566793737013462,4.2,1.4285714285714286,4.2740740740740755,235.0185185185185,1,15,0.0021311358954322654,252980.7,0,1,0
11385,ECB,ChIJvaTde5hewokRVhPqu4hXcFg,2.0,4.5,295,coffee shops,11385,40.713279799999995,-73.9120681,"P37Q+85 Ridgewood, Queens, NY",87G8P37Q+85,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,106717,29513.3,38325,8.052753214043536,9.0,1.5609756097560976,4.23448275862069,400.1896551724138,5,20,0.0027643205862233756,132809.85,0,1,0
10013,Tribeca's Kitchen,ChIJbahjgh9awokRS22vzOKc4MA,2.0,4.4,912,restaurant,10013,40.7162023,-74.0072007,PX8V+F4 New York,87G7PX8V+F4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,28709,52176.5,14144,18.96778323628156,8.8,2.148936170212766,4.221875,327.5,5,21,0.03176704169424222,229576.6,0,1,0
10304,Stop 1 Supermarket,ChIJKdCo61ZOwokRFdwMRBLc_7k,,4.5,12,stores,10304,40.6147394,-74.0845444,"JW78+V5 Staten Island, New York",87G7JW78+V5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,41064,11014.6,15972,9.03082434529397,,1.75,4.314893617021277,171.7659574468085,4,8,0.0002922267679719462,49565.700000000004,0,1,0
10314,CVS,ChIJ6Yc25ytMwokRc03hcmMk3f0,,3.1,76,stores,10314,40.612855200000006,-74.12845250000001,"JV7C+4J Staten Island, New York",87G7JV7C+4J,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,90761,6634.5,33268,5.5947522538101495,,1.8,4.1049999999999995,531.0166666666667,5,17,0.0008373640660636176,20566.95,0,1,0
11221,Foodtown of Bushwick,ChIJuefldRJcwokR9UgBR0AwZsY,,3.9,746,stores,11221,40.6909383,-73.92412790000002,"M3RG+98 Brooklyn, New York",87G8M3RG+98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,83835,60603.8,34797,15.64412896536598,,1.34375,4.073684210526315,153.10526315789474,8,18,0.008898431442714856,236354.82,0,1,0
11367,Buy Wise Wines & Spirits,ChIJ_X8q2-xgwokRR8AtbzufKX8,,4.7,26,stores,11367,40.718563,-73.8172306,P59M+C4 New York,87G8P59M+C4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,41824,17756.9,15802,8.280254777070066,,1.2142857142857142,4.213513513513514,296.64864864864865,0,3,0.0006216526396327467,83457.43000000001,0,1,0
11101,Blend LIC,ChIJEdfcByRZwokRQe04uT7LBNY,2.0,4.3,779,restaurant,11101,40.745294,-73.9534122,P2WW+4J New York,87G8P2WW+4J,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,30043,11539.2,16814,14.133227306092488,8.6,1.66,4.131081081081081,454.56756756756755,11,21,0.025929501048497155,49618.56,0,1,0
11368,Sprint Store,ChIJrzc-kblfwokRNj_KOqv6qIQ,2.0,3.7,63,stores,11368,40.7501606,-73.87035959999999,"Q42H+3V Corona, Queens, NY",87G8Q42H+3V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,112425,42754.6,30734,10.488808394196507,7.4,1.5185185185185186,4.1209302325581385,255.46511627906978,1,8,0.0005603735823882588,158192.02,0,1,0
11223,Brooklyn Motors,ChIJ1QarREtEwokRcR6lZiZ1f7A,,4.8,70,stores,11223,40.585135799999996,-73.98263229999998,"H2P8+3W Brooklyn, New York",87G8H2P8+3W,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,81789,39441.7,30438,15.01157499800431,,1.5517241379310345,4.156896551724139,183.81034482758622,3,16,0.0008558608125787086,189320.15999999997,1,0,0
11432,Ganda Sushi Express,ChIJrWNxygBhwokRWJ-_l-Dnf0s,1.0,4.5,85,restaurant,11366,40.726154,-73.789221,"P6G6+F8 Jamaica, Queens, NY",87G8P6G6+F8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,62053,28870.2,20030,10.44431724680714,4.5,1.3,3.9466666666666663,321.4222222222222,1,9,0.0013697967866178912,129915.90000000001,0,1,0
10475,Starbucks,ChIJPfi3aOeNwokRcFm1dW9C79g,2.0,4.3,389,coffee shops,10464,40.867375,-73.830347,"V589+WV The Bronx, New York",87G8V589+WV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,43208,25123.6,19080,0.5429650613786591,8.6,1.55,3.944680851063829,621.6808510638298,3,8,0.00900296241436771,108031.48,0,1,0
10004,Chipotle Mexican Grill,ChIJQ_4N7hNawokRxOz5_NjiNoA,1.0,4.0,1260,restaurant,10004,40.7042968,-74.012958,PX3P+PR New York,87G7PX3P+PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3028,5622.9,2139,10.406926956135619,4.0,2.0,3.982352941176471,400.2352941176471,14,17,0.41611624834874505,22491.6,0,1,0
11385,Stop & Shop,ChIJgQ0A7SpcwokRW-UlCs4GAz8,2.0,4.1,1209,stores,11385,40.7015974,-73.89108590000001,"P425+JH Glendale, Queens, NY",87G8P425+JH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,106717,29513.3,38325,8.052753214043536,8.2,1.5609756097560976,4.23448275862069,400.1896551724138,5,20,0.011329029114386649,121004.52999999998,0,1,0
10027,Tio Luca,ChIJg7G9kHP2wokRZXK56gdJjAQ,2.0,4.2,238,restaurant,10037,40.8117884,-73.94290869999998,R364+PR New York,87G8R364+PR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,64548,74280.2,26506,14.945893782664326,8.4,1.775,4.130909090909092,640.3454545454546,8,15,0.003687178533804301,311976.84,0,1,0
11427,Parts Authority,ChIJI6O3QYJhwokRguk-zWAqNTg,,4.0,45,stores,11427,40.7236314,-73.7552863,P6FV+FV New York,87G8P6FV+FV,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,24037,15203.6,7983,6.5432214639117205,,1.4444444444444444,3.448000000000001,272.32,0,2,0.0018721138245205307,60814.4,1,0,0
10457,T-Mobile,ChIJh0LKjmH0wokRLpx3XM146Zk,2.0,3.9,38,stores,10457,40.8454186,-73.89070290000001,"R4W5+5P The Bronx, New York",87G8R4W5+5P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,74554,70392.0,25867,13.7345003646973,7.8,1.2380952380952381,3.8729166666666672,214.22916666666666,2,8,0.0005096976688038201,274528.8,0,1,0
11372,Walgreens,ChIJV_3c5e1fwokRvuP4tMKSfpY,,0.0,0,stores,11372,40.7484001,-73.8746993,P4XG+94 New York,87G8P4XG+94,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,61844,83481.2,26057,5.764148768245748,,1.6216216216216217,3.947272727272726,331.4909090909091,6,16,0.0,0.0,0,1,0
